product,store,price,category,price_numeric
Ehrmann High Protein jogurt stracciatella,rohlik,174.5,Jogurty,174.5
Olma Florian smetanový jogurt lesní směs,rohlik,119.33,Jogurty,119.33
Fantasia Jogurt s jahodami,rohlik,194.07,Jogurty,194.07
Mlékárna ValMez Ovocný jogurt z Valašska meruňka,rohlik,126,Jogurty,126.0
Bohemilk Opočenský smetanový jogurt malina,rohlik,199.33,Jogurty,199.33
Můj Jogurt Čokobanán,rohlik,450.42,Jogurty,450.42
Mlékárna Kunín Pohár mléčný dezert s příchutí jahoda,rohlik,132.67,Jogurty,132.67
"Fantasia Jogurt s mangem, marakujou a kousky čokolády",rohlik,188.79,Jogurty,188.79
Berchtesgadener Land BIO Malinový jogurt bez laktózy,rohlik,186,Jogurty,186.0
Milko Bedřich smetanový jogurt jahoda 10 %,rohlik,106,Jogurty,106.0
Mlékárna ValMez Smetanový jogurt višeň,rohlik,126,Jogurty,126.0
Mlékárna Kunín Athentikos jogurt na jahodách,rohlik,170.71,Jogurty,170.71
Krajanka Moje chvilka čokoládová zakysaná smetana višeň,rohlik,168.46,Jogurty,168.46
Ehrmann LactoZero bezlaktózový jogurt řeckého typu MIX,rohlik,143.7,Jogurty,143.7
Bohemilk Opočenský jogurt ve skle broskev a meruňka,rohlik,192.67,Jogurty,192.67
Milko Bedřich smetanový jogurt borůvka 10 %,rohlik,106,Jogurty,106.0
Activia Probiotický jogurt vlašský ořech a oves,rohlik,157.5,Jogurty,157.5
Můj Jogurt Slaný karamel,rohlik,463.48,Jogurty,463.48
Neogal High protein řecký jogurt 0 % tuku s kávovým extraktem,rohlik,266,Jogurty,266.0
Bohemilk Opočenský smetanový jogurt černý rybíz,rohlik,199.33,Jogurty,199.33
Hollandia Selský jogurt černý rybíz,rohlik,99.5,Jogurty,99.5
Mlékárna Kunín Athentikos jogurt na meruňkách,rohlik,170.71,Jogurty,170.71
Berchtesgadener Land BIO Vanilkový jogurt bez laktózy,rohlik,186,Jogurty,186.0
Milko Bedřich smetanový jogurt čokoláda 10 %,rohlik,106,Jogurty,106.0
Activia Probiotický jogurt bílý s müsli,rohlik,157.5,Jogurty,157.5
Sterzing-Vipiteno Plnotučný jogurt citron 2×125 g,rohlik,155.2,Jogurty,155.2
Mlékárna Řetová Sloupnický A2 jogurt jahodový,rohlik,265.93,Jogurty,265.93
Mlékárna ValMez Smetanový jogurt jahoda,rohlik,126,Jogurty,126.0
Neogal High protein řecký jogurt 1 % tuku s kokosem,rohlik,266,Jogurty,266.0
Můj Jogurt Řecký,rohlik,463.48,Jogurty,463.48
"Rohlik.cz Hustej jogurt s müsli, banány a jahodami mini",rohlik,377.22,Jogurty,377.22
Activia Probiotický jogurt bílý s ovesnou granolou,rohlik,205.29,Jogurty,205.29
Mlékárna Řetová Sloupnický A2 jogurt čokoládový,rohlik,265.93,Jogurty,265.93
Krajanka Moje chvilka čokoládová zakysaná smetana extra čokoláda,rohlik,168.46,Jogurty,168.46
Neogal High Protein Řecký jogurt 0 % tuku s vanilkovým extraktem,rohlik,266,Jogurty,266.0
Rohlik.cz Hustej jogurt s müsli a hořkou čokoládou,rohlik,261.97,Jogurty,261.97
Rohlik.cz BIO Selský jogurt jahoda,rohlik,235,Jogurty,235.0
Krajanka zakysaná smetana stracciatella,rohlik,168.46,Jogurty,168.46
Mlékárna Kunín Pohár mléčný dezert s příchutí meruňka,rohlik,132.67,Jogurty,132.67
Hollandia Farmář jogurt stracciatella,rohlik,107.25,Jogurty,107.25
Olma Pierot borůvka,rohlik,136.57,Jogurty,136.57
Krajanka Moje chvilka čokoládová zakysaná smetana karamel,rohlik,168.46,Jogurty,168.46
Můj Jogurt Raffaello,rohlik,454.24,Jogurty,454.24
Rohlik.cz BIO Selský jogurt borůvka,rohlik,235,Jogurty,235.0
Sterzing-Vipiteno Plnotučný jogurt kokos 2×125 g,rohlik,155.2,Jogurty,155.2
Rians Ovčí jogurt vanilka,rohlik,447.83,Jogurty,447.83
Farma rodiny Němcovy Jogurt s meruňkami,rohlik,206,Jogurty,206.0
Olma Pierot kokos a ananas,rohlik,136.57,Jogurty,136.57
Neogal High protein řecký jogurt 0 % tuku s medem,rohlik,266,Jogurty,266.0
Mlékárna ValMez Smetanový jogurt borůvka,rohlik,126,Jogurty,126.0
Tami Bezlaktózový smetanový jogurt malina,rohlik,132.67,Jogurty,132.67
Olma Pierot mango,rohlik,136.57,Jogurty,136.57
Rohlik.cz BIO Selský jogurt meruňka,rohlik,235,Jogurty,235.0
Sterzing-Vipiteno Plnotučný jogurt lískový oříšek 2×125 g,rohlik,155.2,Jogurty,155.2
Mlékárna Ohaře Jogurt višňový,rohlik,210.87,Jogurty,210.87
Mlékárna Kunín Athentikos jogurt na vanilce,rohlik,170.71,Jogurty,170.71
Agrola Jogurt čokoláda,rohlik,139.5,Jogurty,139.5
Bohemilk Opočenský jogurt ve skle jahoda,rohlik,192.67,Jogurty,192.67
Mlékárna Ohaře Jogurt borůvkový,rohlik,210.87,Jogurty,210.87
Hollandia Farmář jogurt lesní směs,rohlik,107.25,Jogurty,107.25
Fantasia Jogurt s borůvkami,rohlik,185.59,Jogurty,185.59
Sterzing-Vipiteno Plnotučný jogurt hruška a heřmánek 2×125 g,rohlik,155.2,Jogurty,155.2
Biofarma DoRa Kozí jogurt ochucený jahodou,rohlik,132.67,Jogurty,132.67
Andros Gourmand & Végétal Čokoládový dezert se šlehačkou 4×90 g,rohlik,235.83,Jogurty,235.83
"Farma rodiny Němcovy Farmářský jogurt jablko, rozinka, skořice",rohlik,206,Jogurty,206.0
Mlékárna Kunín Pohár mléčný dezert s příchutí borůvka,rohlik,132.67,Jogurty,132.67
Rohlik.cz Hustej jogurt s müsli a hořkou čokoládou mini,rohlik,377.22,Jogurty,377.22
Hollandia Selský jogurt jahoda,rohlik,99.7,Jogurty,99.7
Mlékárna Ohaře Jogurt broskvový,rohlik,210.87,Jogurty,210.87
Hollandia Selský jogurt čokoláda,rohlik,99.7,Jogurty,99.7
Hollandia Selský jogurt borůvka,rohlik,99.7,Jogurty,99.7
Madeta Jihočeský Nature jahodový jogurt bez laktózy,rohlik,126,Jogurty,126.0
Rodopi Jogurt bulharského typu vanilka,rohlik,224.5,Jogurty,224.5
Bon Lait Ovčí jogurt stracciatella,rohlik,232.67,Jogurty,232.67
Rians Ovčí jogurt Broskve a meruňky,rohlik,447.83,Jogurty,447.83
Biofarma DoRa Kozí jogurt ochucený meruňkou,rohlik,212.67,Jogurty,212.67
Mlékárna Ohaře Jogurt čokoládový,rohlik,210.87,Jogurty,210.87
Rodopi Jogurt bulharského typu malina,rohlik,224.5,Jogurty,224.5
Biofarma DoRa Kozí jogurt ochucený borůvkou,rohlik,212.67,Jogurty,212.67
"Fantasia Jogurt s malinami, červeným rybízem a kousky čokolády",rohlik,188.79,Jogurty,188.79
Sterzing-Vipiteno Plnotučný jogurt med a meduňka,rohlik,258.67,Jogurty,258.67
"Erlebnis Sennerei Jogurt z louky s příchutí jahody 3,5 %",rohlik,188.33,Jogurty,188.33
Statek Horní Dvorce Ovčí jogurt borůvkový,rohlik,386,Jogurty,386.0
Olma Florian smetanový jogurt vanilka,rohlik,119.33,Jogurty,119.33
Rodopi Jogurt bulharského typu čokoláda,rohlik,224.5,Jogurty,224.5
"Erlebnis Sennerei Jogurt z louky s příchutí borůvky 3,5 %",rohlik,188.33,Jogurty,188.33
Bon Lait Kozí jogurt stracciatella,rohlik,226,Jogurty,226.0
Statek Horní Dvorce Ovčí jogurt jahodový,rohlik,386,Jogurty,386.0
Bohemilk Opočenský vanilkový jogurt,rohlik,91.4,Jogurty,91.4
Farma rodiny Němcovy Jogurt s jahodami,rohlik,202.81,Jogurty,202.81
Bon Lait Ovčí jogurt slaný karamel,rohlik,232.67,Jogurty,232.67
Farma rodiny Němcovy Farmářský jogurt s karamelem,rohlik,206,Jogurty,206.0
Bon Lait Kozí Jogurt slaný karamel,rohlik,239.33,Jogurty,239.33
"Rohlik.cz Hustej jogurt s müsli, karamelem a ořechy mini",rohlik,377.22,Jogurty,377.22
Sterzing-Vipiteno Plnotučný jogurt stracciatella 2×125 g,rohlik,155.2,Jogurty,155.2
Sterzing-Vipiteno Jogurt plnotučný jahoda,rohlik,291.33,Jogurty,291.33
Fantasia Dezert jahoda,rohlik,191.2,Jogurty,191.2
Sterzing-Vipiteno Jogurt plnotučný káva,rohlik,291.33,Jogurty,291.33
Paturages Jogurt pro děti mix příchutí 16×125 g,rohlik,69.95,Jogurty,69.95
Müller Mousse jahoda (2×95 g),rohlik,194.21,Jogurty,194.21
"Miil Smetanový jogurt bílý, kapsička",rohlik,140.83,Jogurty,140.83
Pribináček velký vanilkový,rohlik,175.2,Jogurty,175.2
Miil Sloník tvarohový dezert vanilkový,rohlik,130,Jogurty,130.0
Miil Sloník DUO tvarohový dezert vanilka kakao,rohlik,130,Jogurty,130.0
Miil Sloník tvarohový dezert kakaový,rohlik,130,Jogurty,130.0
"Miil Krémový jogurt jahoda, kapsička",rohlik,140.83,Jogurty,140.83
Pribináček Kapsík vanilka,rohlik,284.29,Jogurty,284.29
Milko Tvaroháček kakaový,rohlik,121.11,Jogurty,121.11
"Miil Krémový jogurt banán, kapsička",rohlik,140.83,Jogurty,140.83
Kostíci Barvíci jogurt vanilkový,rohlik,200.92,Jogurty,200.92
Madeta Lipánek Maxi DUO kakaovo-vanilkový,rohlik,176.15,Jogurty,176.15
Milko Tvaroháček vanilkový,rohlik,121.11,Jogurty,121.11
"Miil Krémový jogurt borůvka, kapsička",rohlik,140.83,Jogurty,140.83
Pribináček Kapsík kakao,rohlik,284.29,Jogurty,284.29
Pribináček Tyčinka s tvarrrohem,rohlik,313.16,Jogurty,313.16
Matylda BIO Tvarohový dezert čokoláda,rohlik,159.2,Jogurty,159.2
Matylda BIO Tvarohový dezert vanilka,rohlik,159.2,Jogurty,159.2
Madeta Lipánek Maxi vanilkový,rohlik,176.15,Jogurty,176.15
Milko Tvaroháček kakaový,rohlik,122.31,Jogurty,122.31
Pribináček Kapsík jahoda,rohlik,284.29,Jogurty,284.29
Milko Tvaroháček smetanový,rohlik,121.11,Jogurty,121.11
Pribináček vanilka dezert,rohlik,284.29,Jogurty,284.29
Pribináček Mixík dezert kakao a vanilka,rohlik,175.2,Jogurty,175.2
Pribináček Natur,rohlik,175.2,Jogurty,175.2
Matylda BIO Tvarohový dezert jahoda,rohlik,159.2,Jogurty,159.2
Pribináček velký kakaový,rohlik,175.2,Jogurty,175.2
Kinder Mléčný řez rodinné balení 10×28 g,rohlik,517.5,Jogurty,517.5
Madeta Lipánek Maxi kakaový,rohlik,176.15,Jogurty,176.15
Kinder Mléčný řez,rohlik,675,Jogurty,675.0
Milko Tvaroháček vanilkový,rohlik,122.31,Jogurty,122.31
Matylda BIO Tvarohový dezert bílý,rohlik,159.2,Jogurty,159.2
Zott Monte dezert,rohlik,186,Jogurty,186.0
"Madeta Lipánek smetanový s nízkým obsahem laktózy < 0,01%",rohlik,191.54,Jogurty,191.54
Bobík Maxi smetanový krém s vanilkovou příchutí,rohlik,153.08,Jogurty,153.08
Milko Tvaroháček smetanový,rohlik,122.31,Jogurty,122.31
Zott Monte -30 % cukru 4×55 g,rohlik,149.55,Jogurty,149.55
Pribináček smetanový,rohlik,175.2,Jogurty,175.2
Madeta Lipánek tvarohový,rohlik,176.15,Jogurty,176.15
Pribináček Krupička mléčná,rohlik,156.43,Jogurty,156.43
Madeta Lipánek tvarohový kakao,rohlik,176.15,Jogurty,176.15
Kinder Pingui rodinné balení 8×30 g,rohlik,582.92,Jogurty,582.92
Kostíci Čokoparta jogurt vanilkový,rohlik,204.67,Jogurty,204.67
Kinder Maxi King,rohlik,654.29,Jogurty,654.29
Olma Jahodový jogurt Tlapková patrola,rohlik,141.9,Jogurty,141.9
Pribináček Krupička se skořicí,rohlik,156.43,Jogurty,156.43
Pribináček jahodový,rohlik,175.2,Jogurty,175.2
Olma Vanilkový jogurt Tlapková patrola,rohlik,141.9,Jogurty,141.9
Madeta Lipánek tvarohový vanilka,rohlik,176.15,Jogurty,176.15
Kostíci Klauníci jogurt čokoládový,rohlik,200.92,Jogurty,200.92
Olma Olmíci Chamallows jahodoví,rohlik,188.29,Jogurty,188.29
Kostíci Sladkáči jogurt bílý,rohlik,200.92,Jogurty,200.92
"Ehrmann Robby puding čokoláda, kapsička",rohlik,254.44,Jogurty,254.44
Olma Míša tvarohový mls čokoládový,rohlik,191.54,Jogurty,191.54
Zott Monte dezert 4×55 g,rohlik,149.55,Jogurty,149.55
Zott Srdíčko puding čokoláda/vanilka 4×125 g,rohlik,58.2,Jogurty,58.2
Milka Choco Snack,rohlik,548.28,Jogurty,548.28
Pribináček banánový,rohlik,175.2,Jogurty,175.2
Kostíci Kapsička čokoláda,rohlik,176.15,Jogurty,176.15
Olma Olmíci jogurtoví vanilkoví s Haribo Tropi frutti,rohlik,172.73,Jogurty,172.73
Kinder Pinguí,rohlik,763.33,Jogurty,763.33
Zott Monte -30 % cukru,rohlik,186,Jogurty,186.0
Olma Olmíci Lotus vanilkoví,rohlik,173.04,Jogurty,173.04
Pribináček kakaový dezert,rohlik,284.29,Jogurty,284.29
Olma Olmíci Maty smetanový s oříšky,rohlik,171.82,Jogurty,171.82
Bobík Maxi smetanový krém čokoládový,rohlik,153.08,Jogurty,153.08
Kinder Chocofresh,rohlik,732.38,Jogurty,732.38
Zott Monte dezert 2×100 g,rohlik,164.5,Jogurty,164.5
Eti Mléčný burger med,rohlik,397.14,Jogurty,397.14
Olma Míša tvarohový mls smetanový,rohlik,191.54,Jogurty,191.54
Mlékárna Řetová Sloupnický A2 Dezert čokoládový,rohlik,285.29,Jogurty,285.29
Pribináček Mixík kakao a vanilka,rohlik,284.29,Jogurty,284.29
Oreo Fresh Milk Snack,rohlik,530,Jogurty,530.0
Zott Monte snack,rohlik,513.79,Jogurty,513.79
Zott Monte White,rohlik,186,Jogurty,186.0
Bobík Maxi smetanový krém čokovanilka,rohlik,153.08,Jogurty,153.08
Pribináček dezert smetanový,rohlik,284.29,Jogurty,284.29
Olma Míšánek Tvarohová svačinka jahoda,rohlik,198.89,Jogurty,198.89
Kostíci Kapsička vanilka,rohlik,176.15,Jogurty,176.15
Olma Míšánek Tvarohová svačinka borůvka,rohlik,198.89,Jogurty,198.89
Zott Srdíčko puding vanilka/čokoláda 4×125 g,rohlik,58.2,Jogurty,58.2
Eti Mléčný burger kakao a med,rohlik,397.14,Jogurty,397.14
Paturages Tvarohové dezerty pro děti s ovocnou příchutí 12×50 g,rohlik,141.5,Jogurty,141.5
Zott Monte XXL mega dezert,rohlik,144.75,Jogurty,144.75
Madeta Lipánek Mini vanilkový,rohlik,211.25,Jogurty,211.25
Zott Monte snack 8×29 g,rohlik,383.19,Jogurty,383.19
Madeta Lipánek Duo Mini vanilka-kakao,rohlik,211.25,Jogurty,211.25
Muesli Fresh tyčinka hruška-jablko (1 kus),rohlik,705.45,Jogurty,705.45
Tami Dráčik dezert bez laktózy vanilka,rohlik,223.75,Jogurty,223.75
Olma Míšánek Tvarohová svačinka vanilka,rohlik,198.89,Jogurty,198.89
Muesli Fresh tyčinka bluma-mandle (1 kus),rohlik,705.45,Jogurty,705.45
HiPP BIO Müsli kapsička ovoce a jogurt,rohlik,369,Jogurty,369.0
Zott Monte snack white,rohlik,513.79,Jogurty,513.79
Mlékárna Řetová Sloupnický A2 Dezert malinový,rohlik,285.29,Jogurty,285.29
Schär Milk Cake bez laktózy 4×26 g,rohlik,960.58,Jogurty,960.58
Olma Olmíci piškotoví vanilkoví,rohlik,184.96,Jogurty,184.96
Muesli Fresh tyčinka borůvka-bílá čokoláda (1 kus),rohlik,705.45,Jogurty,705.45
Farma Babina Mixík kakaový,rohlik,278,Jogurty,278.0
Minions čokoládovo-banánový mléčný snack,rohlik,588.89,Jogurty,588.89
Muesli Fresh tyčinka pomeranč-belgická čokoláda (1 kus),rohlik,705.45,Jogurty,705.45
Kostíci Křupíni jogurt vanilkový,rohlik,206.6,Jogurty,206.6
Muesli Fresh tyčinka borůvka-banán (1 kus),rohlik,705.45,Jogurty,705.45
"HiPP BIO Kapsička broskev, banán, mango a jogurt",rohlik,369,Jogurty,369.0
Muesli Fresh tyčinka banán-káva (1 kus),rohlik,705.45,Jogurty,705.45
Muesli Fresh tyčinka jablko-skořice (1 kus),rohlik,705.45,Jogurty,705.45
Madeta Lipánek Maxi smetanový,rohlik,176.15,Jogurty,176.15
Muesli Fresh tyčinka jahoda-kokos-bílá čokoláda (1 kus),rohlik,705.45,Jogurty,705.45
Andros Jablkovo-jahodové pyré bez přidaného cukru 4×100 g,rohlik,199.75,Jogurty,199.75
Muesli Fresh tyčinka chilli-tmavá čokoláda (1 kus),rohlik,705.45,Jogurty,705.45
Farma rodiny Němcovy Tvarohový krém slazený s příchutí čokolády,rohlik,440.83,Jogurty,440.83
Olma Olmíci piškotoví čokoládoví,rohlik,184.96,Jogurty,184.96
Farma Babina Mixík vanilkový,rohlik,278,Jogurty,278.0
Fantasia Tyčinka višňová,rohlik,551.85,Jogurty,551.85
Fantasia Tyčinka karamelová,rohlik,551.85,Jogurty,551.85
Olma Olmíci Lotus čokoládoví,rohlik,173.04,Jogurty,173.04
Andros Jablkovo-mangové pyré bez přidaného cukru 4×100 g,rohlik,199.75,Jogurty,199.75
Farma Babina Mixík slaný karamel,rohlik,320.77,Jogurty,320.77
Madeta Lipánek Mini kakaový,rohlik,211.25,Jogurty,211.25
Mlékárna Řetová Sloupnický A2 Dezert vaječný likér,rohlik,285.29,Jogurty,285.29
Olma Míša tvarohový mls vanilkový,rohlik,191.54,Jogurty,191.54
Paturages Jogurtové kapsičky mix ovocných příchutí 12×40 g,rohlik,228.96,Jogurty,228.96
Andros Jablečné pyré z Golden Delicious bez přidaného cukru 4×100 g,rohlik,199.75,Jogurty,199.75
Farma Babina Mixík jahodový,rohlik,320.77,Jogurty,320.77
Olma Míša tvarohový mls meruňkový,rohlik,191.54,Jogurty,191.54
Kasha Choco coco rýžová kaše s kokosovým mlékem a kakaem,rohlik,349.5,Jogurty,349.5
Kasha Merry berry rýžová kaše s lesními plody,rohlik,349.5,Jogurty,349.5
Farma rodiny Němcovy Tvarohový krém slazený s jahodami,rohlik,440.83,Jogurty,440.83
"Ehrmann Robby puding vanilka, kapsička",rohlik,254.44,Jogurty,254.44
Miil Sloník tvarohový dezert kakaový,rohlik,130,Jogurty,130.0
Miil Sloník tvarohový dezert vanilkový,rohlik,130,Jogurty,130.0
Miil Sloník DUO tvarohový dezert vanilka kakao,rohlik,130,Jogurty,130.0
Pribináček Kapsík vanilka,rohlik,284.29,Jogurty,284.29
Mlékárna Kunín Termix maxi s příchutí kakao,rohlik,160.77,Jogurty,160.77
Milko Tvaroháček kakaový,rohlik,121.11,Jogurty,121.11
Milko Tvaroháček vanilkový,rohlik,121.11,Jogurty,121.11
Pribináček Kapsík kakao,rohlik,284.29,Jogurty,284.29
Pribináček Tyčinka s tvarrrohem,rohlik,313.16,Jogurty,313.16
Milko Tvaroháček kakaový,rohlik,122.31,Jogurty,122.31
Pribináček Kapsík jahoda,rohlik,284.29,Jogurty,284.29
Milko Tvaroháček smetanový,rohlik,121.11,Jogurty,121.11
Mlékárna Kunín Termix maxi s příchutí vanilka,rohlik,160.77,Jogurty,160.77
Mlékárna Kunín Termix s příchutí kakao,rohlik,176.67,Jogurty,176.67
Milko Tvaroháček vanilkový,rohlik,122.31,Jogurty,122.31
Bobík Maxi smetanový krém s vanilkovou příchutí,rohlik,153.08,Jogurty,153.08
Milko Tvaroháček smetanový,rohlik,122.31,Jogurty,122.31
Prima Mrož tvarohový dezert jahodový,rohlik,176.67,Jogurty,176.67
Mlékárna Kunín Termix maxi s příchutí pistácie,rohlik,160.77,Jogurty,160.77
Mlékárna Kunín Termix Extra malina,rohlik,168.46,Jogurty,168.46
Mlékárna Kunín Termix vanilka,rohlik,176.67,Jogurty,176.67
Mlékárna Kunín Termix Extra pomeranč,rohlik,168.46,Jogurty,168.46
Milko Ovofit dezert višňový,rohlik,149.29,Jogurty,149.29
Madeta Jihočeský tvaroh&jogurt bílý,rohlik,147.41,Jogurty,147.41
Mlékárna Kunín Termix Extra jahoda,rohlik,176.15,Jogurty,176.15
Milko Tvaroh s vlákninou čokoláda,rohlik,142.14,Jogurty,142.14
Milko Ovofit dezert jahodový,rohlik,149.29,Jogurty,149.29
Milko Ovofit dezert ananasový,rohlik,149.29,Jogurty,149.29
Madeta Jihočeský tvaroh&jogurt broskev,rohlik,147.41,Jogurty,147.41
Bobík Maxi smetanový krém čokoládový,rohlik,153.08,Jogurty,153.08
Ekomilk Termix kakao,rohlik,236.25,Jogurty,236.25
Milko Tvaroh s vlákninou vanilka,rohlik,142.14,Jogurty,142.14
Bobík Maxi smetanový krém čokovanilka,rohlik,153.08,Jogurty,153.08
Ekomilk Termix vanilka,rohlik,236.25,Jogurty,236.25
Madeta Jihočeský tvaroh&jogurt jahoda,rohlik,147.41,Jogurty,147.41
Milko Tvaroh s vlákninou jahoda,rohlik,142.14,Jogurty,142.14
Mlékárna Kunín Termix dezert s příchutí pistácie,rohlik,176.67,Jogurty,176.67
Milko Tvaroh s vlákninou bílý,rohlik,142.14,Jogurty,142.14
Madeta Fruitisimo dezert mango a maracuja,rohlik,237.69,Jogurty,237.69
Farma Babina Mixík kakaový,rohlik,278,Jogurty,278.0
Mlékárna Kunín Termix Extra čokoládový,rohlik,176.15,Jogurty,176.15
Madeta Fruitisimo dezert jahoda a malina,rohlik,237.69,Jogurty,237.69
Mlékárna Kunín Termix s příchutí kokos,rohlik,176.67,Jogurty,176.67
Farma rodiny Němcovy Tvarohový krém slazený s příchutí čokolády,rohlik,440.83,Jogurty,440.83
Madeta Fruitisimo dezert hruška a skořice,rohlik,237.69,Jogurty,237.69
Farma Babina Mixík vanilkový,rohlik,278,Jogurty,278.0
Farma Babina Mixík slaný karamel,rohlik,320.77,Jogurty,320.77
Farma Babina Mixík jahodový,rohlik,320.77,Jogurty,320.77
Farma rodiny Němcovy Tvarohový krém slazený s jahodami,rohlik,440.83,Jogurty,440.83
Fantasia Dezert jahoda,rohlik,191.2,Jogurty,191.2
"Miil BIO Jogurt bílý 3,8 % tuku",rohlik,79.33,Jogurty,79.33
"Hollandia Selský jogurt bílý 3,5%",rohlik,59.8,Jogurty,59.8
"Miil Krémový jogurt bílý 3,7 % tuku",rohlik,52.67,Jogurty,52.67
"Miil Krémový jogurt bílý 3,7 % tuku",rohlik,57.25,Jogurty,57.25
"Hollandia Selský jogurt bílý 3,5%",rohlik,94.5,Jogurty,94.5
"Miil BIO Jogurt bílý 3,8 % tuku",rohlik,57.25,Jogurty,57.25
Miil Smetanový jogurt bílý 10 % tuku,rohlik,59.75,Jogurty,59.75
Choceňská mlékárna Choceňský smetanový jogurt bílý 10%,rohlik,119.33,Jogurty,119.33
"Olma Klasik jogurt bílý 2,7 %",rohlik,92.67,Jogurty,92.67
Galaos Originál řecký jogurt,rohlik,194.4,Jogurty,194.4
"Miil Jogurt bílý bez laktózy 3,5%",rohlik,88.33,Jogurty,88.33
Miil Smetanový jogurt bílý 10 % tuku,rohlik,66,Jogurty,66.0
Activia Probiotický jogurt bílý 4×120 g,rohlik,145.63,Jogurty,145.63
Milko Super jogurt bílý,rohlik,146,Jogurty,146.0
Hollandia Selský jogurt bílý,rohlik,78.9,Jogurty,78.9
Choceňská mlékárna Choceňský Max jogurt 10 % bílý,rohlik,105.76,Jogurty,105.76
Zorba Smetanový jogurt natur 10%,rohlik,94.9,Jogurty,94.9
Kri-Kri Originál řecký jogurt 10 %,rohlik,220,Jogurty,220.0
Olma Protein jogurt bílý,rohlik,132.67,Jogurty,132.67
Galaos Řecký jogurt 0 % tuku,rohlik,189.8,Jogurty,189.8
Mlékárna Kunín Athentikos jogurt bílý,rohlik,102.25,Jogurty,102.25
Olma BIO Jogurt bílý,rohlik,79.33,Jogurty,79.33
Hollandia Klasik jogurt krémový bílý,rohlik,79.33,Jogurty,79.33
"Hollandia Krémový jogurt bílý 0,01% laktózy",rohlik,105,Jogurty,105.0
"Hollandia Krémový jogurt bílý 0,01% laktózy",rohlik,92.25,Jogurty,92.25
Mlékárna Kunín Athentikos jogurt bílý,rohlik,163.57,Jogurty,163.57
Activia Probiotický jogurt bílý 8×120g,rohlik,140.52,Jogurty,140.52
Activia Probiotický jogurt s müsli 4×120 g,rohlik,145.63,Jogurty,145.63
Activia Probiotický jogurt bílý zrající v kelímku,rohlik,106.79,Jogurty,106.79
Agrola Jogurt bílý,rohlik,134.5,Jogurty,134.5
Mlékárna Řetová Sloupnický A2 jogurt bílý,rohlik,251.11,Jogurty,251.11
Galaos Originál řecký jogurt 10 % tuku,rohlik,184.9,Jogurty,184.9
Hollandia Klasik jogurt krémový bílý,rohlik,69.9,Jogurty,69.9
Berchtesgadener Land BIO Bílý jogurt bez laktózy,rohlik,146,Jogurty,146.0
Rohlik.cz BIO Selský jogurt bílý,rohlik,169.5,Jogurty,169.5
Hermes Ovčí jogurt řecký originál,rohlik,209.5,Jogurty,209.5
Activia Probiotický jogurt bílý slazený 4×120 g,rohlik,145.63,Jogurty,145.63
Mlékárna ValMez Bílý jogurt z Valašska 3%,rohlik,106,Jogurty,106.0
Neogal High protein řecký jogurt 0 % tuku bez laktózy,rohlik,266,Jogurty,266.0
Bohemilk Opočenský bílý jogurt smetanový,rohlik,91.9,Jogurty,91.9
Activia Probiotický jogurt bílý,rohlik,157.5,Jogurty,157.5
Rodopi Jogurt bulharského typu bílý,rohlik,133.11,Jogurty,133.11
Bon Lait Kozí jogurt bílý,rohlik,226,Jogurty,226.0
Bon Lait Ovčí jogurt bílý,rohlik,279.33,Jogurty,279.33
Mlékárna Kunín Selský jogurt bílý,rohlik,109.5,Jogurty,109.5
Mlékárna Kunín Selský jogurt bílý,rohlik,74.75,Jogurty,74.75
Berchtesgadener Land BIO Bílý jogurt bez laktózy,rohlik,129.75,Jogurty,129.75
Activia Probiotický jogurt bílý slazený 8×120 g,rohlik,140.52,Jogurty,140.52
Ekofarma Javorník BIO Jogurt bílý,rohlik,109.9,Jogurty,109.9
Mlékárna Ohaře Jogurt bílý,rohlik,190,Jogurty,190.0
Rians Ovčí jogurt natural,rohlik,396.52,Jogurty,396.52
Farma rodiny Němcovy Jogurt bílý,rohlik,94.9,Jogurty,94.9
Ekofarma Javorník BIO Jogurt bílý,rohlik,179.33,Jogurty,179.33
Statek Horní Dvorce Ovčí jogurt,rohlik,319.33,Jogurty,319.33
Kri Kri Jogurt řecký originál bez laktózy,rohlik,212.25,Jogurty,212.25
Olma Florian Active+ jogurt bílý,rohlik,126,Jogurty,126.0
Activia Probiotický jogurt bílý slazený,rohlik,157.5,Jogurty,157.5
Farma rodiny Němcovy Jogurt bílý,rohlik,171.56,Jogurty,171.56
Farma rodiny Němcovy Jogurt bílý,rohlik,206,Jogurty,206.0
Rodopi Jogurt bulharského typu bílý,rohlik,169.5,Jogurty,169.5
Sterzing-Vipiteno Plnotučný jogurt bílý,rohlik,258.67,Jogurty,258.67
"Erlebnis Sennerei Přírodní jogurt z louky 3,5 %",rohlik,165,Jogurty,165.0
Tami Bezlaktózový smetanový jogurt bílý,rohlik,132.67,Jogurty,132.67
Activia Probiotický jogurt bílý,rohlik,150.91,Jogurty,150.91
Olma Klasik smetanový 10%,rohlik,109.33,Jogurty,109.33
Bon Lait Kozí jogurt bez laktózy,rohlik,226,Jogurty,226.0
Madeta Jihočeský Nature jogurt bezlaktozový,rohlik,126,Jogurty,126.0
Activia Probiotický jogurt bílý bez laktózy,rohlik,138.79,Jogurty,138.79
"Miil BIO Jogurt bílý 3,8 % tuku",rohlik,79.33,Jogurty,79.33
