product,store,price,category,price_numeric
Andros Veganský fermentovaný dezert řeckého typu,kosik,199.71,Mléčné,199.71
Milsy Bánovecký smetanový  jogurt jahoda,kosik,116.55,Jogurty,116.55
Pribináček Krupička se skořicí,kosik,213.57,Mléčné,213.57
Hollandia Farmář jogurt lesní směs,kosik,107.25,Jogurty,107.25
Krajanka Ovocný košík meruňka,kosik,92.67,Jogurty,92.67
Ehrmann High Protein Pudding Hazelnut,kosik,274.50,Jogurty,274.5
Hollandia Bio selský jogurt jahody,kosik,132.78,Sýry BIO a farmářské,132.78
Carte D'Or Dezert Černé kakao s kokosem,kosik,170.71,Jogurty,170.71
"Zott Monte Mix příchutí (Waffle sticks, Choco flakes), 1ks",kosik,231.20,Jogurty,231.2
Milko Bedřich smetanový jogurt jahoda 10%,kosik,59.33,Jogurty,59.33
Milko Bedřich smetanový jogurt bílý 10%,kosik,59.33,Mléčné,59.33
Mlékárna Kunín Mléčná rýže karamel,kosik,148.00,Jogurty,148.0
Hollandia Krémový jogut meruňka,kosik,106.00,Jogurty,106.0
"Casino Mousse dezert z vanilkové pěny, 4x 80 g",kosik,155.94,Jogurty,155.94
Ehrmann High Protein Pudding Caramel,kosik,274.50,Mléčné,274.5
Ehrmann High Protein White Choc Style Pudding,kosik,274.50,Mléčné,274.5
"Ehrmann Jogurt řeckého typu s nízkým obsahem laktózy Mix (jahoda, vanilka, stracciatella, broskev - maracuja)",kosik,206.67,Mléčné,206.67
Madeta Lipánek tvarohový kakao se sníženým obsahem cukru,kosik,183.85,Mléčné,183.85
Milsy Bánovecký smetanový  jogurt vanilka,kosik,116.55,Jogurty,116.55
D-jogurt meruňka,kosik,79.33,Jogurty,79.33
Olma Florian Active+ bílý,kosik,126.00,Jogurty,126.0
Ehrmann Grand Dessert Double Nut Dessert oříškový s oříškovou šlehačkou,kosik,183.68,Jogurty,183.68
Bohemilk Opočenský smetanový jogurt hruška s karamelem,kosik,199.33,Jogurty,199.33
Ehrmann High Protein Joghurt Stracciatella,kosik,239.50,Mléčné,239.5
"Casino Řecký jogurt bílý, 4x 150 g",kosik,166.50,Jogurty,166.5
PlantON Zakysaný dezert z kokosového mléka bez přidaného cukru,kosik,246.00,Mléčné,246.0
Milko Bedřich smetanový jogurt čokoláda 10%,kosik,59.33,Jogurty,59.33
Mlékárna Kunín Mléčná krupice čokoládová,kosik,152.67,Jogurty,152.67
Berchtesgadener Land BIO Vanilkový jogurt bez laktózy,kosik,186.00,Sýry BIO a farmářské,186.0
Mlékárna Kunín Pohár mléčný dezert s meruňkovou příchutí,kosik,132.67,Jogurty,132.67
Carte D'Or Dezert Čokoládová stracciatella,kosik,170.71,Jogurty,170.71
Mlékárna Kunín Termix Extra čokoládový,kosik,176.15,Jogurty,176.15
Koliós Řecký jogurt 0% tuku,kosik,131.80,Jogurty,131.8
Carte D'Or Dezert Borůvkový cheesecake,kosik,170.71,Jogurty,170.71
D-jogurt jahoda,kosik,79.33,Jogurty,79.33
Madeta Lipánek tvarohový vanilka se sníženým obsahem cukru,kosik,183.85,Mléčné,183.85
Milsy Bánovecký smetanový  jogurt borůvka,kosik,116.55,Jogurty,116.55
Ehrmann Grand Dessert Classic Chocolate,kosik,183.68,Jogurty,183.68
Madeta Jihočeský tvaroh & jogurt jahoda,kosik,147.41,Mléčné,147.41
Madeta Jihočeský tvaroh & jogurt bílý,kosik,147.41,Mléčné,147.41
Olma Olmíci piškotoví čokoláda,kosik,176.11,Jogurty,176.11
Ekomilk Termix vanilka (sáček),kosik,248.75,Jogurty,248.75
"Casino Doodingues Ovocný tvaroh, 6x 50 g",kosik,149.67,Jogurty,149.67
Olma Olmíci vanilkoví s drcenou sušenkou Lotus,kosik,173.04,Jogurty,173.04
Bon Lait Kozí jogurt bílý,kosik,226.00,Jogurty,226.0
Mlékárna Kunín Athentikos jogurt na meruňkách,kosik,170.71,Jogurty,170.71
Mlékárna Kunín Termix Extra jahoda,kosik,176.15,Jogurty,176.15
Veselá zvířátka Čoko tyčka s mlékem,kosik,330.00,Mléčné,330.0
Madeta Jihočeský tvaroh & jogurt čokoláda,kosik,147.41,Mléčné,147.41
Pribináček Tyčinka s Tvarohem – Výhodné balení,kosik,383.68,Mléčné,383.68
"Casino Panna cotta červené ovoce, 4x 90 g",kosik,180.28,Jogurty,180.28
Mlékárna Kunín Mléčná rýže čokoládová,kosik,148.00,Jogurty,148.0
Pribináček Banánový,kosik,239.20,Mléčné,239.2
"Casino Mousse dezert z kávové pěny, 4x 80 g",kosik,187.19,Jogurty,187.19
Přímo z farmy Selský jogurt,kosik,97.25,Sýry BIO a farmářské,97.25
Pribináček Jahodový,kosik,239.20,Mléčné,239.2
Milsy Bánovecký smetanový dezert Mango + marakuja,kosik,184.44,Jogurty,184.44
"Casino Dezert s vanilkovou příchutí, 4x 125 g",kosik,83.17,Jogurty,83.17
Bohemilk Opočenský jogurt banán a čokoláda,kosik,199.33,Jogurty,199.33
La Fermiére Jogurt Stirred třešně Lafermiere 160G,kosik,249.38,Jogurty,249.38
Ekomilk High Protein Dessert Vanilka,kosik,191.20,Jogurty,191.2
Ekomilk High Protein Dessert Kakao,kosik,191.20,Jogurty,191.2
Madeta Jihočeský Nature bílý jogurt bez laktózy,kosik,126.00,Mléčné,126.0
"Casino Doodingues Mini dortíky karamel, vanilka 4x 100 g",kosik,99.75,Jogurty,99.75
Mlékárna Kunín Mléčná krupice jahodová,kosik,152.67,Jogurty,152.67
Müller Riso Vegan Malina,kosik,199.38,Mléčné,199.38
Milsy Bánovecký smetanový  jogurt bílý,kosik,102.76,Jogurty,102.76
Mlékárna Kunín Athentikos jogurt bílý,kosik,170.71,Jogurty,170.71
Biofarma DoRa Kozí jogurt ochucený meruňka,kosik,212.67,Sýry BIO a farmářské,212.67
Bohemilk Opočenský smetanový jogurt černý rybíz,kosik,199.33,Jogurty,199.33
Bohemilk Opočenský smetanový jogurt malina,kosik,199.33,Jogurty,199.33
Ehrmann High Protein Joghurt Chocballs Classic,kosik,239.50,Jogurty,239.5
La Fermiére Mléčná rýže s vanilkou,kosik,249.38,Jogurty,249.38
Mlékárna Kunín Pohár mléčný dezert s borůvkovou příchutí,kosik,132.67,Jogurty,132.67
Les Créations Tiramisu speculoos 2x100g,kosik,399.50,Jogurty,399.5
Kinder Pinguí kokos,kosik,763.33,Mléčné,763.33
Monoprix Tiramisu s Mascarpone (2x 80 g),kosik,374.38,Jogurty,374.38
"La Fermiére Jogurt ostružina a borůvka, zrající v terakotě",kosik,285.00,Jogurty,285.0
Berchtesgadener Land BIO borůvkový tvaroh,kosik,219.33,Sýry BIO a farmářské,219.33
"La Fermiére Jogurt jahoda, zrající v terakotě",kosik,285.00,Jogurty,285.0
Biofarma DoRa Kozí jogurt Borůvka,kosik,212.67,Sýry BIO a farmářské,212.67
Müller Vegan Mousse Chocolate 2x70g,kosik,449.29,Mléčné,449.29
"Müller Riso Vegan Dezert z rýže a kokosového mléka MIX (čokoláda, nebo vanilka)",kosik,199.38,Mléčné,199.38
Milsy Bánovecký smetanový dezert Ananas + kokos,kosik,184.44,Jogurty,184.44
Pribináček Natur ,kosik,239.20,Mléčné,239.2
Olma Florian Active+ borůvka,kosik,130.34,Jogurty,130.34
Müller Riso Vegan Vanilka,kosik,199.38,Mléčné,199.38
Mlékárna Kunín Athentikos jogurt na jahodách,kosik,170.71,Jogurty,170.71
Mila Skyr Stracciatella,kosik,226.00,Jogurty,226.0
Madeta Jihočeský Nature jahodový jogurt bez laktózy,kosik,126.00,Mléčné,126.0
Ekomilk Jogurt borůvka sáček,kosik,165.83,Jogurty,165.83
Pâturages BIO řecký jogurt 2x150g,kosik,199.67,Sýry BIO a farmářské,199.67
"Monoprix Gourmet Crème Brûlée s bourbon vanilkou a karamelovými kousky, 2x100g",kosik,449.50,Jogurty,449.5
"Casino BIO BIO Jogurt bílý, 4x 125 g",kosik,109.80,Jogurty,109.8
La Fermiére Jogurt s mučenkou a mangem,kosik,266.00,Jogurty,266.0
Ekomilk Jogurt jahoda sáček,kosik,165.83,Jogurty,165.83
Milsy Bánovecký smetanový dezert Slaný karamel,kosik,184.44,Jogurty,184.44
Bohemilk Opočenský jogurt pečené jablko,kosik,199.33,Jogurty,199.33
"La Fermiére Jogurt citron, zrající v terakotě",kosik,285.00,Jogurty,285.0
Milsy Bánovecký smetanový dezert Kokos + vanilka,kosik,184.44,Jogurty,184.44
Pâturages Tiramisu rodinné balení,kosik,318.00,Jogurty,318.0
Monoprix Vaječný krém s vanilkovou příchutí (4x 100 g),kosik,224.75,Jogurty,224.75
Casino Čokoládový dezert 4x 100 g,kosik,212.25,Jogurty,212.25
"Casino Jogurt bílý, 4x 125 g",kosik,79.80,Jogurty,79.8
Mrož Tvarohový dezert jahodový,kosik,232.22,Mléčné,232.22
La Fermiére Pěna z mléčné čokolády 2x85g,kosik,528.82,Jogurty,528.82
Madeta Lipánek Maxi smetanový,kosik,176.15,Mléčné,176.15
Olma Olmíci čokoládoví s drcenou sušenkou Lotus,kosik,173.04,Jogurty,173.04
Mlékárna Kunín Termix Extra malina,kosik,160.77,Jogurty,160.77
Mila Jogurt Kokos,kosik,143.20,Jogurty,143.2
Statek Horní Dvorce Jogurt ovčí,kosik,319.33,Sýry BIO a farmářské,319.33
Müller Vegan Pudding Chocolate,kosik,199.67,Mléčné,199.67
Ehrmann Robby Pudding vanilka,kosik,254.44,Mléčné,254.44
Tami Smetanový jogurt bez éček malina,kosik,147.41,Jogurty,147.41
Koliós Hercules Jogurt řecký 0% high protein,kosik,199.50,Jogurty,199.5
"Mila Plnotučný jogurt 4,2%",kosik,88.67,Jogurty,88.67
Monoprix BIO Citrónový jogurt z plnotučného mléka (4x 125 g),kosik,139.80,Jogurty,139.8
Mlékárna Kunín Athentikos jogurt na vanilce ,kosik,170.71,Jogurty,170.71
Andros Veganský fermentovaný dezert natural,kosik,199.71,Mléčné,199.71
Monoprix Smetanový dezert s příchutí čokolády (4x 125 g),kosik,99.80,Jogurty,99.8
Tami Smetanový jogurt bez éček vanilka,kosik,147.41,Jogurty,147.41
Mlékárna Kunín Athentikos jogurt na čokoládě,kosik,170.71,Jogurty,170.71
"Monoprix BIO Bílý jogurt 3,2%",kosik,179.80,Sýry BIO a farmářské,179.8
Monoprix Vanilkový rýžový pudink (4x115g),kosik,130.22,Jogurty,130.22
Pâturages Smetanový dezert s čokoládou,kosik,187.19,Jogurty,187.19
"Casino Saveurs d'Ailleurs Tiramisu dezert, 2x 80 g",kosik,561.88,Jogurty,561.88
Ehrmann Grand Dessert Double Toffee,kosik,194.21,Jogurty,194.21
"Casino Délices Panna cotta mango, 2x 120 g",kosik,332.92,Jogurty,332.92
Mila Jogurt Třešně,kosik,143.20,Jogurty,143.2
Mlékárna Kunín Termix Extra pomeranč,kosik,183.85,Jogurty,183.85
Koliós Jogurt řecký 0% granátové jablko a malina,kosik,179.33,Jogurty,179.33
Lakmilk Maňásek dětský smetanový dezert kakao,kosik,148.75,Mléčné,148.75
Sipso Tapiokový pudink s kokosovým mlékem,kosik,290.83,Mléčné,290.83
Mila Jogurt Hruška,kosik,143.20,Jogurty,143.2
Tami Bezlaktózový smetanový jogurt bílý,kosik,132.67,Mléčné,132.67
PlantON Zakysaný dezert z kokosového mléka,kosik,246.00,Mléčné,246.0
Statek Horní Dvorce Jogurt ovčí jahodový,kosik,386.00,Sýry BIO a farmářské,386.0
Bon Lait Kozí jogurt bez laktózy,kosik,226.00,Mléčné,226.0
Mila Jogurt stracciatella s kousky čokolády,kosik,143.20,Jogurty,143.2
Koliós Jogurt řecký 0%,kosik,172.67,Jogurty,172.67
Monoprix Biologique Bio Přírodní jogurt 4x125g,kosik,99.80,Sýry BIO a farmářské,99.8
Kalma Naty Lískooříškový dezert,kosik,239.20,Mléčné,239.2
"Casino Krupicová kaše, 4x 100 g",kosik,199.75,Jogurty,199.75
Tami Smetanový jogurt bez éček čokoláda,kosik,147.41,Jogurty,147.41
"Naturalia BIO Ovčí řecký jogurt, 2x150g",kosik,333.00,Jogurty,333.0
Monoprix Fermentovaná sójová specialita 6x100g,kosik,99.83,Mléčné,99.83
"Naturalia BIO Ovčí Jogurt přírodní, 2x125g",kosik,319.60,Jogurty,319.6
Monoprix Biologique Bio jogurt s vanilkovou příchutí 4x125g,kosik,139.80,Sýry BIO a farmářské,139.8
Monoprix Biologique BIO Bílý jogurt 0% (4x 125 g),kosik,99.80,Sýry BIO a farmářské,99.8
Monoprix Čokoládová pěna (2x 70 g),kosik,570.71,Jogurty,570.71
"Naturalia BIO Ovčí jogurt s vanilko, 2x125g",kosik,319.60,Jogurty,319.6
La Fermiére Karamelový dezert s vaječným likérem 2x150g,kosik,266.33,Jogurty,266.33
Bon Lait Kozí jogurt Slaný karamel,kosik,226.00,Jogurty,226.0
"Naturalia BIO Ovčí jogurt s kaštanovým krémem, 2x125g",kosik,359.60,Jogurty,359.6
Monoprix Kokosovo vaječný krém s karamelem (4x 100 g),kosik,299.75,Jogurty,299.75
"Naturalia BIO Ovčí jogurt s borůvkami, 2x125g",kosik,359.60,Jogurty,359.6
Monoprix Sójový dezert čokoládový 4x100g,kosik,124.75,Mléčné,124.75
Müller Vegan Pudding Vanilla,kosik,199.67,Mléčné,199.67
"Monoprix Biologique BIO Bílý jogurt 3,2% 4x100g",kosik,149.75,Jogurty,149.75
Mila Vanilkový jogurt s čokoládovými kroužky,kosik,159.33,Jogurty,159.33
Monoprix Přírodní řecký jogurt,kosik,155.33,Jogurty,155.33
"Casino BIO Bílý jogurt, 0 % tuku, 4x 125 g",kosik,99.80,Jogurty,99.8
"Les 2 Vaches BIO Jogurt malinový, 4x115g",kosik,217.17,Jogurty,217.17
Monoprix Jogurt vídeňská káva (4x 100 g),kosik,137.25,Jogurty,137.25
Casino Ovčí měkký jogurt,kosik,199.75,Jogurty,199.75
Tami Bezlaktózový smetanový jogurt jahoda+ananas,kosik,132.67,Mléčné,132.67
Ehrmann Grand Dessert Rum Grape Nut ,kosik,183.68,Jogurty,183.68
Fantasia Jogurt s čokoládovými kuličkami,kosik,219.00,Jogurty,219.0
Monoprix Smetanový dezert s příchutí vanilky (4x 125 g),kosik,99.80,Jogurty,99.8
Ehrmann High Protein Mousse Straciatella Style,kosik,299.50,Mléčné,299.5
Bohemilk Milky Day mléčné mlsání,kosik,311.25,Mléčné,311.25
Monoprix Bílý jogurt (4x 125 g),kosik,99.80,Jogurty,99.8
Monoprix Panna Cotta s malinami (2x 120 g),kosik,395.42,Jogurty,395.42
Zott Protein Mousse Vanilka,kosik,264.50,Jogurty,264.5
Lakmilk Maňásek dětský smetanový dezert vanilka,kosik,148.75,Mléčné,148.75
Bohemilk Milky Day smetanové mlsání,kosik,311.25,Mléčné,311.25
Zott Protein Mousse Choco,kosik,264.50,Jogurty,264.5
"Les 2 Vaches BIO Jogurt borůvkový, 4x115g",kosik,217.17,Jogurty,217.17
Lakmilk Školník jogurt jahoda,kosik,86.00,Jogurty,86.0
Statek Horní Dvorce Jogurt ovčí borůvkový,kosik,386.00,Sýry BIO a farmářské,386.0
Les Créations Tiramisu s malinami 2x100g,kosik,399.50,Jogurty,399.5
Monoprix Klasické fermentované mléko Bifidus 4x125g,kosik,99.80,Jogurty,99.8
"Monoprix Bio Řecký jogurt, 2x150g",kosik,319.60,Jogurty,319.6
Bohemilk Opočenský jogurt bílý ,kosik,179.33,Jogurty,179.33
Monoprix BIO Pečený karamelový krém (4x 100 g),kosik,224.75,Jogurty,224.75
Bon Lait Ovčí jogurt stracciatella,kosik,279.33,Jogurty,279.33
Sipso Rýžový pudink s kokosovým mlékem Karamel,kosik,290.83,Mléčné,290.83
Madeta Lipánek MINI kakaový ,kosik,211.25,Mléčné,211.25
Monoprix Biologique Bio krémový dezert s příchutí čokolády 4x95g,kosik,157.63,Sýry BIO a farmářské,157.63
Monoprix Biologique Bio Fermentovaná sójová specialita 4x100g,kosik,149.75,Mléčné,149.75
Ehrmann Robby Pudding čokoláda,kosik,254.44,Mléčné,254.44
Lakmilk Školník jogurt bílý,kosik,72.67,Jogurty,72.67
Monoprix Biologique Bio čokoládová sojová specialita 4x100g,kosik,174.75,Mléčné,174.75
Mlékárna ValMez Bílý jogurt,kosik,86.00,Jogurty,86.0
Ehrmann Grand Dessert Typ Amarena Kirsch,kosik,183.68,Jogurty,183.68
Monoprix Řecký jogurt s medem (4x 150 g),kosik,199.80,Jogurty,199.8
"Casino BIO BIO Jogurt borůvkový, 2x 125 g",kosik,199.60,Jogurty,199.6
Bohemilk Milky Day kakaové mlsání,kosik,311.25,Mléčné,311.25
Andros Veganský fermentovaný dezert vanilka,kosik,199.71,Mléčné,199.71
Bon Lait Kozí jogurt stracciatella,kosik,226.00,Jogurty,226.0
"Monoprix Gourmet Mousse z hořké čokolády s kakaovým máslem, 2x 90 g",kosik,721.67,Jogurty,721.67
"Casino Délices Tiramisu, 2x 100 g",kosik,399.50,Jogurty,399.5
Bon Lait Ovčí jogurt Slaný karamel,kosik,279.33,Jogurty,279.33
"Casino Karamelový dezert, 4x 100 g",kosik,199.75,Jogurty,199.75
"Casino Délices Panna cotta malinová, 2x 120 g",kosik,332.92,Jogurty,332.92
Agrola Jogurt z Jižních Čech Čokoláda,kosik,139.50,Jogurty,139.5
Ehrmann High Protein Pudding s Toppingem Čokoláda,kosik,299.50,Mléčné,299.5
Ehrmann High Protein Mousse Vanilka,kosik,299.50,Mléčné,299.5
Madeta Lipánek MINI vanilkový,kosik,211.25,Mléčné,211.25
Ehrmann High Protein Mousse Pistácie,kosik,299.50,Mléčné,299.5
Pribináček Kapsík kakao,kosik,355.71,Mléčné,355.71
Zott Monte drink 4x95ml,kosik,7.48,Mléčné,7.48
"Olma Dobré Mléko Selské (3,9%)",kosik,28.90,Mléčné,28.9
Actimel Triple Action Borůvka - Ostružina,kosik,15.48,Mléčné,15.48
Olma BIO Kefír,kosik,46.44,Mléčné,46.44
Zott Hungry Drink Jahoda,kosik,159.80,Mléčné,159.8
Tatra Salko slaný karamel,kosik,201.26,Mléčné,201.26
Ehrmann High Protein Caffé Latte,kosik,231.60,Mléčné,231.6
Wild & Coco Ccoguard shot Young coconut Bio,kosik,33.32,Mléčné,33.32
"Bohemilk Trvanlivé mléko z podhůří Orlických hor - polotučné (1,5%)",kosik,22.90,Mléčné,22.9
Bohemilk Sušené mléko plnotučné 26%,kosik,349.75,Mléčné,349.75
Actimel probiotický jogurtový nápoj s vitamíny Fruit Sensation bez přidaného cukru 4x100g,kosik,15.48,Mléčné,15.48
Zott Hungry Drink Vanilka,kosik,159.80,Mléčné,159.8
Olma Via Natur BIO Čerstvé mléko (4%),kosik,39.90,Mléčné,39.9
Kefírové mléko 1%,kosik,53.80,Mléčné,53.8
Tatra Salko bez laktózy,kosik,213.85,Mléčné,213.85
Ehrmann High Protein Caffé Latte Caramel Style,kosik,231.60,Mléčné,231.6
Wild & Coco Cocoguard shot Cacao Ceremony Bio,kosik,33.32,Mléčné,33.32
"Tatra Mléko Polotučné (1,5%)",kosik,39.80,Mléčné,39.8
Bohemilk Sušené mléko polotučné 14%,kosik,337.25,Mléčné,337.25
Tatra Kravík vanilkový,kosik,83.60,Mléčné,83.6
Actimel Probiotický jogurtový nápoj s vitamíny bílý 4x100g,kosik,15.48,Mléčné,15.48
Zott Hungry Drink Choco,kosik,159.80,Mléčné,159.8
"Bohemilk Čerstvé plnotučné mléko z podhůří Orlických hor (3,5%)",kosik,34.90,Mléčné,34.9
Podmáslí 1%,kosik,41.80,Mléčné,41.8
Maresi Alpské mléko do kávy,kosik,191.60,Mléčné,191.6
Hochwald Eiskaffee ledová káva,kosik,69.80,Mléčné,69.8
Wild & Coco Cocoguard shot Mango Bio,kosik,33.32,Mléčné,33.32
"Meggle Barista mléko (3,5%)",kosik,62.90,Mléčné,62.9
Mlékárna Kunín Termix Šejk s příchutí kakao ,kosik,76.33,Mléčné,76.33
Actimel Probiotický jogurtový nápoj s vitamíny jahoda 4x100g,kosik,15.48,Mléčné,15.48
"Biofarma DoRa Kozí mléko BIO (3,1%)",kosik,99.78,Sýry BIO a farmářské,99.78
"Moravia Farmářské mléko (3,6%)",kosik,27.90,Mléčné,27.9
Tatra Salko Tradiční,kosik,176.07,Mléčné,176.07
Actimel Triple Action Jahoda - Granátové jablko ,kosik,15.48,Mléčné,15.48
Müllermilch Mléčný nápoj banánový shake,kosik,74.75,Mléčné,74.75
Müllermilch Protein Zero CookiesCream ,kosik,112.25,Mléčné,112.25
Activia Nápoj Mango len,kosik,121.85,Mléčné,121.85
"Farma Heřmanice Farmářské Jersey A2 mléko, plnotučné",kosik,89.80,Mléčné,89.8
Activia Nápoj Jahoda/cereálie,kosik,121.85,Mléčné,121.85
Activia Nápoj Cereálie,kosik,121.85,Mléčné,121.85
"Moravia Čerstvé mléko 1,5%",kosik,23.90,Mléčné,23.9
"Dr. Halíř Trvanlivé polotučné mléko (1,5%)",kosik,21.90,Mléčné,21.9
"Dr. Halíř Trvanlivé plnotučné mléko (3,5%)",kosik,24.90,Mléčné,24.9
Olma Via Natur BIO Čerstvé mléko (4%),kosik,39.90,Mléčné,39.9
"ARO Mléko polotučné 1,5%, trvanlivé",kosik,21.90,Mléčné,21.9
"ARO Mléko trvanlivé plnotučné 3,5%",kosik,24.90,Mléčné,24.9
Actimel Probiotický jogurtový nápoj s vitamíny jahoda 8x100g,kosik,15.74,Mléčné,15.74
Actimel Probiotický jogurtový nápoj s vitamíny bílý 8x100g,kosik,15.74,Mléčné,15.74
Alpro Barista Ovesný Nápoj,kosik,73.20,Mléčné,73.2
Actimel Probiotický jogurtový nápoj s vitamíny lesní plody 8x100g,kosik,15.74,Mléčné,15.74
Activia Probiotický jogurtový nápoj jahoda a kiwi,kosik,113.93,Mléčné,113.93
Alpro Barista Sójovo-Kokosový Nápoj,kosik,73.20,Mléčné,73.2
Activia Probiotický jogurtový nápoj lesní plody,kosik,113.93,Mléčné,113.93
Zott Protein Drink Vanilka,kosik,122.69,Mléčné,122.69
Actimel Kids probiotický jogurtový nápoj s vitamíny jahoda-banán 8x100g,kosik,16.24,Mléčné,16.24
Activia Probiotický jogurtový nápoj malina a granátové jablko,kosik,113.93,Mléčné,113.93
Alpro Kokosovo-mandlový nápoj,kosik,85.90,Mléčné,85.9
Actimel Kids probiotický jogurtový nápoj s vitamíny jahoda-banán 4x100g,kosik,15.48,Mléčné,15.48
Actimel Kids Probiotický jogurtový nápoj s vitamíny broskev 8x 100 g,kosik,15.74,Mléčné,15.74
Activia Probiotický jogurtový nápoj borůvka,kosik,113.93,Mléčné,113.93
Alpro Barista Sójový nápoj,kosik,54.90,Mléčné,54.9
Actimel Triple Action Jahoda - Granátové jablko ,kosik,17.49,Mléčné,17.49
Zott Protein Drink Čokoláda,kosik,122.69,Mléčné,122.69
Alpro Barista Mandlový Nápoj,kosik,73.20,Mléčné,73.2
Zott Monte drink 4x95ml,kosik,7.48,Mléčné,7.48
Actimel Triple Action Borůvka - Ostružina ,kosik,17.49,Mléčné,17.49
"Activia Probiotický jogurtový nápoj broskev, ananas a banán",kosik,118.15,Mléčné,118.15
Danone Zakysaný jogurtový nápoj jahoda a banán,kosik,113.45,Mléčné,113.45
Activia Probiotický jogurtový nápoj bílý,kosik,113.93,Mléčné,113.93
"Activia Probiotický jogurtový nápoj jablko, třešeň a banán",kosik,118.15,Mléčné,118.15
YoPRO Protein jogurtový nápoj s příchutí stracciatella,kosik,109.67,Mléčné,109.67
YoPRO Protein jogurtový nápoj s příchutí jahody a maliny,kosik,109.67,Mléčné,109.67
Alpro High Protein sójový nápoj s čokoládovou příchutí,kosik,171.60,Mléčné,171.6
Actimel Kids probiotický jogurtový nápoj s vitamíny vanilka 4x100g,kosik,15.48,Mléčné,15.48
Alpro Sójový nápoj s banánovou příchutí,kosik,139.60,Mléčné,139.6
Actimel Probiotický jogurtový nápoj s vitamíny a 0% přidaného cukru jahoda 4x100g,kosik,15.48,Mléčné,15.48
Alpro High Protein Sójový Nápoj s čokoládovou příchutí,kosik,86.53,Mléčné,86.53
Actimel Probiotický jogurtový nápoj s vitamíny jahoda 4x100g,kosik,15.48,Mléčné,15.48
Danone Zakysaný jogurtový nápoj lesní ovoce,kosik,113.45,Mléčné,113.45
Alpro Lískooříškový nápoj,kosik,85.90,Mléčné,85.9
Alpro Sójový nápoj s vanilkovou příchutí,kosik,139.60,Mléčné,139.6
Tatra Jesenka zahuštená slazená smetana,kosik,398.67,Mléčné,398.67
Alpro Sójový nápoj s čokoládovou příchutí,kosik,139.60,Mléčné,139.6
Actimel probiotický jogurtový nápoj s vitamíny Fruit Sensation bez přidaného cukru 4x100g,kosik,15.48,Mléčné,15.48
Alpro High Protein sójový nápoj s příchutí karamelu a kávy,kosik,171.60,Mléčné,171.6
Tatra Pikao zahuštené slazené plnotučné mléko s kakaem,kosik,398.67,Mléčné,398.67
Actimel Probiotický jogurtový nápoj s vitamíny bílý 4x100g,kosik,15.48,Mléčné,15.48
YoPRO Proteinový mléčný nápoj vanilka,kosik,131.60,Mléčné,131.6
Alpro High Protein Sójový Nápoj,kosik,86.53,Mléčné,86.53
Mlékárna Kunín Termix Šejk s příchutí kakao ,kosik,76.33,Mléčné,76.33
YoPRO Proteinový mléčný nápoj čokoláda,kosik,131.60,Mléčné,131.6
Tatra Piknik zahuštené slazené plnotučné mléko,kosik,398.67,Mléčné,398.67
Alpro Káva z mandlového nápoje,kosik,159.60,Mléčné,159.6
Mlékárna Kunín Termix Šejk s příchutí vanilka ,kosik,76.33,Mléčné,76.33
Actimel Triple Action Broskev - Marakuja ,kosik,15.48,Mléčné,15.48
Tatra Piknik Doypack,kosik,362.73,Mléčné,362.73
Alpro Káva ze sójového nápoje s karamelem,kosik,159.60,Mléčné,159.6
Zott Hungry Drink Choco,kosik,159.80,Mléčné,159.8
Tatra Ledová káva,kosik,90.61,Mléčné,90.61
Zott Hungry Drink Vanilka,kosik,159.80,Mléčné,159.8
Actimel Triple Action Borůvka - Ostružina,kosik,15.48,Mléčné,15.48
Tatra Pikao Doypack,kosik,362.73,Mléčné,362.73
Zott Hungry Drink Jahoda,kosik,159.80,Mléčné,159.8
Mlékárna Kunín Termix Šejk s příchutí pistácie,kosik,76.33,Mléčné,76.33
"Pragolaktos Polotučné mléko bez laktózy (1,5%)",kosik,27.90,Mléčné,27.9
"Madeta Jihočeské mléko plnotučné trvanlivé (3,5%)",kosik,27.90,Mléčné,27.9
"Bohemilk Čerstvé plnotučné mléko z podhůří Orlických hor (3,5%)",kosik,34.90,Mléčné,34.9
"Olma Dobré Mléko Čerstvé polotučné (1,5%)",kosik,33.90,Mléčné,33.9
"Madeta Jihočeské mléko polotučné trvanlivé (1,5%)",kosik,24.90,Mléčné,24.9
"Olma Dobré Mléko Selské (3,9%)",kosik,28.90,Mléčné,28.9
"Pragolaktos Plnotučné mléko bez laktózy (3,5%)",kosik,31.90,Mléčné,31.9
"Meggle Barista mléko (3,5%)",kosik,62.90,Mléčné,62.9
Bohemilk Kefír,kosik,55.87,Mléčné,55.87
"Tatra Trvanlivé polotučné mléko (1,5%)",kosik,24.90,Mléčné,24.9
Mlékárna Kunín Kefírové mléko,kosik,51.87,Mléčné,51.87
"Pragolaktos Trvanlivé mléko odstředěné (0,3%)",kosik,18.90,Mléčné,18.9
Olma High Protein mléko,kosik,42.90,Mléčné,42.9
Olma BIO Kefír,kosik,46.44,Mléčné,46.44
"Meggle Plnotučné trvanlivé mléko (3,5%)",kosik,39.90,Mléčné,39.9
"Mlékárna Kunín Kefírové mléko 1,5%",kosik,79.67,Mléčné,79.67
Alpro Sójový nápoj s vanilkovou příchutí,kosik,85.90,Mléčné,85.9
"Alpro Ovesný nápoj This is Not M*lk 3,5 %",kosik,84.90,Mléčné,84.9
